FileName;River;Position;Time;Replicate;36G;37G;42G;59G;61G;62G;63G;64G;65G;71G;74G;75G;76G;78G;79G;86G;87G;89G;89G;90G;91G;100G;102G;103G;104G;106G;116G;123G;124G;125G;128G;129G;141G;142G;145G;146G;147G;148G;153G;154G;155G;157G;158G;158G;159G;160G;161G;163G;164G;165G;166G;167G;172G;173G;175G;176G;177G;178G;180G;181G;188G;190G;191G;199G;203G;206G;207G;208G;222G;225G;232G;264G;271G;282G;286G;291G;297G;308G;322G;424G;426G;428G;464G;477G;477G;479G;480G;487G;488G;494G
RGAam-T07-L2;RGA;am;T07;L2;0;0;0;0;0;1.99;0;0;0;0;0;0;0;0;0;0;0;0;0;17.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.9;22.23;0;49.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAam-T07-L3;RGA;am;T07;L3;0;0;0;0;0;8.05;0;0;0;0;0;0;0;0;0;0;0;14.03;0;15.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.13;0;0;33.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAam-T14-L1;RGA;am;T14;L1;1.29;0;0;0;0;11.37;0;0;0;0;0;0;0;1.37;0;0;0;0;0;6.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.37;0;26.98;4.24;29.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.24;0;0;0;0;0;0;0;7.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.92;1.8
RGAam-T14-L2;RGA;am;T14;L2;0;0;0;0;0;25.1;0;0;0;0;0;0;0;0;0;0;0;3.06;0;5.98;0;0;2.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.32;8.61;0;19.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.98;2.76;0;0;0;0;0;0;4.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.91;0
RGAam-T14-L3;RGA;am;T14;L3;0;0;0;0;5.52;20.94;0;0;0;0;0;0;0;0;0;0;0;5.26;0;5.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.02;0;0;17.18;0;27.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.19;0;0;3.64;0;0;0;0;5.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.53;0
RGAam-T21-L1;RGA;am;T21;L1;0;0;0;0;0;29.12;0;0;0;0;0;0;0;0;0;0;0;32.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.03;0;20.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAam-T21-L2;RGA;am;T21;L2;0;0;0;0;0;7.74;0;0;0;0;0;0;0;0;0;0;0;0;0;6.24;0;0;31.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65;9.79;0;36.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.12;0;0;0;0;0;0;0;1.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.81;0.81;0
RGAam-T21-L3;RGA;am;T21;L3;0;0.9;0;0;4.8;12.05;0;0;0;0;0;0;0;0;0;0;0;1.71;0;10.7;0;0;0;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.86;0;0;14.01;0;43.69;2.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.94;0;0;0;0;0;0;0;1.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T07-L1;RGA;av;T07;L1;0;0;0;0;0;2.14;0;0;0;0;0;0;0;0;0;0.84;0;1.83;0;2.35;0;0;0.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.73;0;0;46.78;40.89;0;3.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T07-L2;RGA;av;T07;L2;0;0;0;0;0;2.35;0;0;0;0;0;0;0;0;0;0;0;2.15;0;2.28;0;0;1.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40.24;47.36;0;3.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T07-L3;RGA;av;T07;L3;0;0;0;0;0;1.88;0;0;0;0;0;0;0;0;0;0;0;2.23;0;2.57;0;0;0.96;0;0;0;0;0;0;0;0;0;0;0;0.78;0;0;0;0;0.67;0;0;50.37;37.71;0;2.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T14-L1;RGA;av;T14;L1;0;0;0;0;0;4.29;0;0;0;0;0;0;0;0;0;0;0;1.07;0;3.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.39;70.31;0;7.39;0;0;0;2.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T14-L2;RGA;av;T14;L2;0;0;0;0;0;2.55;0;0;0;0;0;0;0;0;0;0;0;0;0;2.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.02;61.12;0;5.22;14.8;0;0;4.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T14-L3;RGA;av;T14;L3;0;0;0;0;0;4.76;0;0;0;0;0;0;0;0;0;0;0;1.14;0;3.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.03;0;0;0;73.42;0;7.99;0;0;0;6.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T21-L1;RGA;av;T21;L1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.48;0;0;52.36;29.78;0;6.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T21-L2;RGA;av;T21;L2;0;0;0;0;0;2.06;0;0;0;0;0;0;0;0;0;0;0;2.06;0;3.91;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;23.64;53.21;0.77;3.43;0;0;0;8.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T21-L3;RGA;av;T21;L3;0;0;0;0;0;2.17;0;0;0;0;0;0;0;0;0;0;0;1.89;0;4.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.42;0;0;15.54;63.18;0;4.03;0;0;0;6.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOam-T07-L1;RMO;am;T07;L1;0;0;0;0;0;1.44;0;0;0;0;0;0;0;0;0;0;2.65;0;0;8.86;0;6.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.09;0;0;0;11.16;19.73;16.05;19.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOam-T07-L2;RMO;am;T07;L2;0;0;0;0;0;2.49;0;0;0;0;0;0;0;4.57;0;0.98;2.27;1.54;0;8.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.31;0;0;0;13.31;25.2;16.83;5.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
RMOam-T07-L3;RMO;am;T07;L3;0;0;0;0;0;1.36;0;0;0;0;0;0;0;0;0;0.7;2.65;0.94;0;10.23;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.55;0;0;0;21.28;28.44;14.15;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOam-T14-L1;RMO;am;T14;L1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.16;0;0;6.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.16;52.63;31.3;0;0;0;3.68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOam-T14-L2;RMO;am;T14;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.99;0.66;0.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.95;0;0;0;6.06;37.27;23.35;1.81;0;0;24.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOam-T14-L3;RMO;am;T14;L3;0;0;0;0;0;0.99;0;0;0;0;0;0;0;0;0;0;0;0;0;5.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.34;40.85;16.36;1.38;0;0;22.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.95;0;0;0;0
RMOam-T21-L1;RMO;am;T21;L1;0;0;0;0;0;5.87;0;0;0;0;0;0;0;0;0;0;0;0;0;5.08;0;9.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.12;0;53.01;12.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOam-T21-L2;RMO;am;T21;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.63;1.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.58;0;0;0;4.52;42;16.55;0;0;0;22.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOam-T21-L3;RMO;am;T21;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.52;21.92;0;0;0;24.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOav-T07-L1;RMO;av;T07;L1;0;0;0;0;0;5.31;0;0;0;0;0;0;0;17.76;0;0;0;4.77;0;5.57;0;2.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.28;0;40.07;16.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOav-T07-L2;RMO;av;T07;L2;0;0;0;0;0;4.71;0;0;0;0;0;0;0;3.29;0;0;0;0;0;6.83;0;3.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36.03;0;31.76;13.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOav-T07-L3;RMO;av;T07;L3;0;0;0;0;0;5.32;0;0;0;0;0;0;0;9.92;0;0;0;5.51;0;7.17;0;6.62;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.54;0;0;0;18.81;0;26.21;16.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.15;0;0;0;0
RMOav-T14-L1;RMO;av;T14;L1;0;0;0;0;0;1.12;0;0;0;0;0;0;0;1.91;0;0;1.23;3.05;0;1.61;1.02;0;31.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.91;9.49;35.16;0;0;9.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOav-T14-L2;RMO;av;T14;L2;0;0;0;0;0;1.33;0;0;0;0;0;0;0;32.69;0;0;5.26;3.39;0;1.6;0.91;0;4.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.21;0;0;23.65;0;0;19.12;0;0;6.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOav-T14-L3;RMO;av;T14;L3;0;0;0;0;0;5.45;0;0;0;0;0;0;0;19.54;0;0;0;3.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.17;8.39;9.47;16.75;0;0;33.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOav-T21-L1;RMO;av;T21;L1;0;0;0;0;0;1.69;0;0;0;0;0;0;0;40.08;0;0;0;1.88;0;1.67;0;9.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.14;0;18.74;19.48;0;0;1.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOav-T21-L2;RMO;av;T21;L2;0.47;0;0;0;0;8.55;0;0;0;0;0;0;0;0;0;0;0;0.7;0;4.46;0;14.15;0.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.78;0;46.81;7.77;0;0;2.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RMOav-T21-L3;RMO;av;T21;L3;0;0;0;0;0;5.37;0;0;0;0;0;0;0;0;0;0;1.24;0;0;5.28;0;8.61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.65;0;50.46;11.55;0;0;3.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEam-T07-L1;RPE;am;T07;L1;0;0;0;0;0;74.33;0;0;0;0;0;0;0;0;0;0;0;0;0;4.82;0;0;5.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.32;0;0;0;3.15;3.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEam-T07-L2;RPE;am;T07;L2;0.96;0;0;0;0;27.63;0;0;0;0;0;0;0;0;0;0;0;0;0;14.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.22;0;0;0;15.63;16.13;7.6;0;0;1.77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEam-T07-L3;RPE;am;T07;L3;0;0;0;0;0;22.83;0;0;0;0;0;0;0;0;0;0;0;0;0;12.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.18;0;0;0;14.71;19.44;5.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEam-T14-L1;RPE;am;T14;L1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.46;0;0;0;58.69;13.33;13.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEam-T14-L2;RPE;am;T14;L2;0;0;0;0;0;6.47;0;0;0;0;0;0;0;0;0;0;0;1.79;0;5.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.47;0;0;0;58.83;0;17.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.74;0;0;0;0;0;0
RPEam-T14-L3;RPE;am;T14;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.5;0;0;0;65.55;0;16.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEam-T21-L1;RPE;am;T21;L1;1.23;0;0;0;0;4.81;0;0;0;0;0;0;0;0;0;0;0;0;0;5.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.26;0;0;0;25.3;41.83;0;20.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEam-T21-L2;RPE;am;T21;L2;1.55;0;0;0;0;4.89;0;0;0;0;0;0;0;0;0;0;0;2.15;0;5.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.37;0;0;0;0;29.33;42.48;10.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEam-T21-L3;RPE;am;T21;L3;0;0;0;0;0;3.3;0;0;0;0;0;0;0;0;0;0;1.43;1.43;0;5.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.28;59.84;8.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEav-T07-L1;RPE;av;T07;L1;0;0;0;0;0;1.65;0;0;0;0;0;0;0;0;0;0;0;0;0;10.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37.43;0;0;0;35.31;15.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEav-T07-L2;RPE;av;T07;L2;0;0;0;0;0;2.79;0;0;0;0;0;0;0;0;0;0;0;0;0;15.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.42;0;0;0;25.39;15.32;10.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEav-T07-L3;RPE;av;T07;L3;0;0;0;0;0;1.86;0;0;0;0;0;0;0;0;0;0;0;0;0;14.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.34;0;0;0;35.29;18.52;3.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEav-T14-L1;RPE;av;T14;L1;0;0;0;0;0;0.97;0;0;0;0;0;0;0;0;0;0;0;0;0;8.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.67;0;0;0;5.81;14.62;9.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEav-T14-L2;RPE;av;T14;L2;0;0;0;0;0;1.19;0;0;0;0;0;0;0;0;0;0;0;0;0;12.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.74;0;0;0;6.08;19.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEav-T14-L3;RPE;av;T14;L3;0;0;0;0;0;0.63;0;0;0;0;0;0;0;0;0;0;0;0;0;12.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67.15;0;0;0;6.01;13.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEav-T21-L1;RPE;av;T21;L1;0;0;0;0;0;1.18;0;0;0;0;0;0;0;0;0;0;0;10.59;0;13.38;0;0;0;0;0;0;0;0;0.77;0;0;0;0;0;0;0;0;0;31.75;0;0;0;0;4.97;36.17;0;0;0;0;0;0;1.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEav-T21-L2;RPE;av;T21;L2;0;0;0;0;0;1.31;0;0;0;0;0;0;0;0;0;0;0;0;10.22;14.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.73;0;0;0;0;13.09;38.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RPEav-T21-L3;RPE;av;T21;L3;0;0;0;0;0;1.24;0;0;0;0;0;0;0;0;0;0;0;13.59;0;7.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.11;0;0;0;0;18.08;25.55;0;0;0;0;0;0;0;0;0;0.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
