 FileName;River;Position;Time;Replicate;41B;48B;49B;62B;63B;70B;71B;72B;82B;83B;87B;88B;89B;90B;92B;99B;100B;104B;105B;106B;109B;110B;111B;112B;116B;117B;118B;119B;120B;123B;126B;127B;129B;131B;132B;133B;140B;141B;143B;156B;157B;163B;164B;170B;178B;191B;198B;208B;209B;213B;214B;217B;219B;220B;221B;224B;226B;229B;230B;232B;233B;234B;235B;236B;237B;238B;242B;243B;244B;245B;246B;247B;249B;250B;251B;252B;253B;254B;255B;257B;258B;259B;260B;262B;263B;264B;265B;267B;268B;269B;270B;271B;273B;274B;276B;282B;284B;285B;286B;288B;298B;300B;302B;303B;304B;307B;308B;321B;325B;326B;327B;340B;341B;342B;354B;359B;360B;362B;363B;366B;370B;372B;373B;374B;375B;376B;377B;378B;379B;380B;381B;382B;385B;386B;387B;388B;390B;391B;392B;398B;399B;400B;401B;402B;403B;404B;405B;414B;417B;418B;423B;426B;442B;443B;452B;455B;456B;458B;462B;470B;472B;473B;474B;478B;479B;480B;481B;484B;485B;487B;488B;489B;490B;491B;492B;493B;495B;498B;499B
RCAav-T21-L1;RCA;av;T21;L1;0;0;0;0;0;0;27;108;0;0;46;0;212;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;1025;0;61;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;38;0;0;0;31;0;26;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAav-T21-L2;RCA;av;T21;L2;0;0;0;0;0;0;26;93;0;0;72;0;333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;803;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;25;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAav-T21-L3;RCA;av;T21;L3;0;0;0;0;0;0;27;78;0;0;78;0;339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;34;0;0;0;0;0;31;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;910;0;0;18;0;0;31;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARam-T07-L1;RCAR;am;T07;L1;0;0;0;0;0;0;0;0;0;0;0;0;413;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;44;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;425;0;0;0;0;0;0;0;0;40;0;0;0;64;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;33;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;309;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARam-T07-L2;RCAR;am;T07;L2;0;0;0;0;0;0;0;0;0;0;0;0;572;0;0;0;0;0;0;0;0;0;0;34;0;21;0;0;0;0;48;0;21;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;372;0;0;0;0;0;0;0;0;45;0;0;0;91;0;0;0;0;0;0;0;0;147;0;0;0;0;0;0;0;0;23;0;31;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;327;32;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARam-T07-L3;RCAR;am;T07;L3;0;0;0;0;0;0;0;0;0;0;0;0;504;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;34;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;467;0;0;0;0;0;0;0;0;30;0;0;0;78;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;31;0;0;37;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;277;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARam-T14-L1;RCAR;am;T14;L1;0;0;0;0;0;0;0;26;0;0;0;0;395;0;0;0;0;0;0;0;0;0;0;44;0;28;0;0;0;0;35;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;49;0;0;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;31;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;127;26;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARam-T14-L2;RCAR;am;T14;L2;0;0;0;0;0;0;0;17;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;51;0;19;0;0;0;0;34;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;27;26;0;0;362;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;33;0;60;30;0;0;47;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;41;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;234;30;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARam-T14-L3;RCAR;am;T14;L3;0;0;0;0;0;0;0;18;0;0;0;0;448;0;0;0;0;0;0;0;0;0;0;52;0;18;0;0;0;0;36;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;35;0;0;328;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;30;0;0;23;0;0;46;0;0;0;0;0;0;22;0;0;0;0;0;0;19;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;260;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARam-T21-L1;RCAR;am;T21;L1;0;0;0;0;0;0;0;55;0;0;0;384;0;19;0;0;0;0;55;0;0;0;0;721;0;27;0;0;0;0;77;0;15;47;0;0;16;0;0;23;0;0;0;0;0;0;0;0;19;0;0;0;0;30;0;0;0;0;0;0;0;56;22;0;27;0;0;0;0;0;0;121;0;103;0;816;0;0;0;0;0;0;20;0;0;16;0;23;0;0;25;0;19;0;0;0;0;180;0;0;0;90;0;0;0;66;26;0;20;0;0;151;0;0;0;0;0;19;0;0;0;0;0;0;25;0;61;0;0;0;0;24;40;0;47;0;0;91;0;0;0;38;0;797;0;40;0;0;1749;0;0;0;0;0;0;0;0;41;0;33;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARam-T21-L2;RCAR;am;T21;L2;0;0;0;0;0;0;0;50;34;0;26;0;744;30;0;0;0;0;119;0;0;24;0;444;0;64;0;0;0;0;121;0;20;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;31;0;0;0;0;102;0;0;0;118;0;21;0;0;0;0;0;0;276;0;176;0;0;1453;0;0;0;0;0;29;0;38;35;0;0;0;0;0;82;17;0;0;0;0;71;0;0;0;77;0;0;0;95;40;0;21;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;56;0;51;0;0;0;0;20;63;0;42;0;0;0;29;0;44;0;0;694;0;42;0;0;666;0;0;0;0;0;0;0;0;18;0;38;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARam-T21-L3;RCAR;am;T21;L3;14;0;14;0;0;0;0;108;0;0;0;0;790;22;0;0;0;0;18;0;0;28;0;401;0;40;18;0;0;0;93;0;14;76;0;16;12;0;0;0;0;0;0;0;26;0;0;28;0;0;0;18;0;121;23;12;0;12;16;0;0;56;17;0;48;0;0;0;0;0;0;221;0;93;0;787;0;0;0;0;0;0;51;18;36;0;0;0;0;0;0;46;23;0;0;13;0;49;0;17;0;75;14;0;0;100;52;0;21;0;0;0;111;0;0;0;0;23;0;0;30;0;0;0;18;0;100;12;0;0;18;0;79;0;0;0;0;51;0;0;0;71;0;913;0;159;0;0;618;0;0;0;0;0;0;0;17;43;0;93;0;34;0;0;0;24;0;0;0;0;0;14;0;0;0;17;20;0;0
RCARav-T07-L1;RCAR;av;T07;L1;0;0;0;0;0;0;0;0;0;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARav-T07-L2;RCAR;av;T07;L2;0;0;11;0;0;0;0;0;20;0;0;0;750;30;0;0;0;0;0;0;0;0;0;74;0;10;0;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;12;0;16;13;0;0;112;0;42;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;20;0;0;0;11;0;0;17;0;0;0;14;0;0;0;0;0;0;23;0;15;0;0;0;0;0;0;0;0;11;0;0;0;128;0;0;0;0;0;54;0;0;0;34;0;0;0;0;0;0;0;58;0;0;27;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;658;0;0;0;0;0;0;8;0;0;0;0;0;10;86;9;25;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;8;0
RCARav-T07-L3;RCAR;av;T07;L3;0;0;0;0;0;0;0;29;0;0;71;0;499;64;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;19;0;73;0;0;0;0;0;0;0;0;23;0;0;0;0;20;0;20;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;27;0;209;0;0;0;0;0;0;0;0;0;0;0;34;0;28;0;32;0;0;0;24;0;0;0;0;0;0;0;0;0;39;0;40;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;316;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARav-T14-L1;RCAR;av;T14;L1;0;0;0;0;0;0;0;0;0;0;24;0;306;0;0;0;0;0;0;0;0;0;0;103;0;25;0;0;0;0;32;0;26;0;24;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;20;0;72;0;19;0;0;20;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;187;0;0;0;0;398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARav-T14-L2;RCAR;av;T14;L2;0;0;0;0;0;0;0;15;0;0;88;338;0;17;0;0;0;0;0;0;0;0;0;149;0;21;0;0;0;0;61;0;24;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;19;27;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;18;0;0;0;0;0;0;0;0;28;0;89;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;34;0;0;0;0;0;213;0;0;0;0;554;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARav-T14-L3;RCAR;av;T14;L3;0;0;0;0;0;0;0;0;0;0;125;0;451;40;0;0;13;0;0;0;0;0;0;167;0;0;0;0;0;0;49;0;20;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;18;0;0;0;41;0;154;0;0;0;0;15;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;15;0;0;0;0;0;27;0;0;0;0;21;0;0;0;0;43;322;0;0;0;0;382;0;0;0;13;0;0;0;15;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARav-T21-L1;RCAR;av;T21;L1;0;0;0;0;0;30;0;65;0;538;287;0;1697;50;30;0;0;0;213;0;0;27;0;300;0;46;0;47;0;0;0;0;0;197;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;187;0;0;68;0;0;0;0;0;0;39;0;39;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;138;0;39;0;0;0;52;0;58;0;0;0;0;0;0;0;0;42;0;0;0;44;0;0;0;0;0;32;0;253;0;0;0;0;0;0;0;67;0;121;0;0;0;0;0;0;39;0;0;211;25;0;0;0;149;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARav-T21-L2;RCAR;av;T21;L2;18;0;0;0;0;0;0;92;0;447;522;0;2168;72;26;35;0;0;133;0;0;0;53;228;0;38;0;47;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;54;0;0;30;0;0;18;0;0;0;0;0;0;0;0;0;72;0;42;269;0;0;27;0;0;0;44;0;73;101;84;0;134;0;0;81;0;0;0;0;0;0;0;0;0;0;0;43;0;0;156;112;0;23;18;0;0;30;0;93;0;0;31;0;0;0;0;21;0;25;0;0;62;0;0;0;0;0;0;67;0;84;0;0;0;0;0;0;0;79;0;0;0;0;0;0;30;0;0;94;32;0;78;0;29;0;0;0;19;0;0;0;0;0;0;27;0;0;97;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCARav-T21-L3;RCAR;av;T21;L3;0;0;0;14;0;0;0;81;0;150;735;0;2186;74;0;47;0;0;82;0;24;0;28;252;0;31;0;41;0;0;14;0;17;201;0;0;0;0;0;0;0;0;0;0;53;0;0;34;0;0;21;15;0;0;0;0;29;0;0;0;19;17;0;66;0;0;0;0;0;0;25;0;73;121;292;0;286;0;0;0;0;0;0;0;0;99;0;0;15;0;111;0;0;0;121;47;0;41;0;0;0;35;0;107;0;0;66;0;0;0;0;14;0;18;0;0;50;0;0;0;0;0;15;0;0;0;51;0;0;0;0;0;0;127;0;0;0;0;0;0;19;0;0;129;0;0;73;0;0;19;0;0;17;0;0;0;0;0;0;46;0;0;85;0;0;0;17;0;27;0;0;16;0;0;0;0;0;0;0
RGAam-T07-L1;RGA;am;T07;L1;0;0;24;0;0;0;0;0;0;0;0;0;272;0;0;0;0;0;0;0;0;0;0;47;0;96;0;0;0;0;0;0;0;138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;76;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;38;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAam-T07-L2;RGA;am;T07;L2;0;0;21;0;0;0;0;0;0;0;0;0;326;30;0;0;0;0;0;0;0;0;0;39;0;116;0;0;0;0;0;0;0;142;0;0;0;0;0;0;0;0;16;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;109;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;35;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAam-T07-L3;RGA;am;T07;L3;0;0;23;0;0;0;0;0;0;0;0;0;280;32;0;0;0;0;0;0;0;0;0;39;0;87;0;0;0;0;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;28;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAam-T14-L1;RGA;am;T14;L1;0;0;23;0;0;0;0;0;0;0;0;0;358;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;20;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAam-T14-L2;RGA;am;T14;L2;0;0;0;0;0;0;0;0;0;0;0;0;415;0;0;0;0;0;0;0;0;0;0;44;0;25;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAam-T14-L3;RGA;am;T14;L3;0;0;32;0;0;0;0;0;0;0;0;0;406;0;0;0;0;0;0;0;0;0;0;44;0;27;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAam-T21-L1;RGA;am;T21;L1;0;0;25;0;0;0;0;0;44;0;0;0;1233;65;0;0;0;0;25;0;0;0;0;124;0;22;0;0;0;0;0;0;0;274;0;61;0;0;0;0;0;0;21;0;29;0;0;0;156;0;50;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;34;0;0;0;26;0;0;33;0;0;0;0;0;0;0;0;0;35;0;0;34;0;0;18;0;23;0;0;0;36;0;0;0;154;56;0;0;30;0;79;0;0;0;62;0;0;0;0;0;0;0;279;0;0;55;0;0;0;0;0;151;0;0;0;0;0;0;0;0;0;0;1589;0;0;0;0;0;0;0;31;0;0;0;0;0;15;70;18;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAam-T21-L2;RGA;am;T21;L2;0;0;0;0;0;0;0;0;0;0;0;792;0;215;0;0;0;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;0;0;0;0;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAam-T21-L3;RGA;am;T21;L3;0;0;41;0;0;0;0;0;0;0;0;1312;0;71;0;0;0;0;0;0;0;0;0;180;0;26;0;0;0;0;0;0;0;308;0;0;0;0;0;0;0;0;38;0;29;0;0;270;0;100;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;41;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;34;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;178;52;0;0;0;0;68;0;0;0;56;0;0;0;0;0;0;0;87;0;0;40;0;0;0;0;0;141;0;0;0;0;0;0;0;0;0;0;737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T07-L1;RGA;av;T07;L1;0;19;0;0;0;0;0;24;0;0;48;0;312;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;36;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;24;0;0;0;0;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;18;34;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T07-L2;RGA;av;T07;L2;0;22;0;0;0;0;0;0;0;0;52;0;313;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;22;0;27;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;46;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;41;0;0;0;0;0;0;0;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;50;21;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T07-L3;RGA;av;T07;L3;0;0;0;0;0;0;0;16;0;0;59;0;292;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;60;0;0;0;0;17;0;0;0;0;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;27;23;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T14-L1;RGA;av;T14;L1;0;0;0;0;0;0;0;0;0;0;46;0;265;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;322;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;35;0;0;0;0;47;0;0;0;0;0;79;0;0;0;0;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RGAav-T14-L2;RGA;av;T14;L2;0;0;0;0;0;0;0;0;0;0;47;0;357;28;0;0;0;0;0;0;0;0;64;21;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;30;0;34;0;427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;41;0;0;0;0;20;0;0;0;0;0;93;0;18;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
