 FileName;River;Position;Time;Replicate;41B;48B;49B;62B;63B;70B;71B;72B;82B;83B;87B;88B;89B;90B;92B;99B;100B;104B;105B;106B;109B;110B;111B;112B;116B;117B;118B;119B;120B;123B;126B;127B;129B;131B;132B;133B;140B;141B;143B;156B;157B;163B;164B;170B;178B;191B;198B;208B;209B;213B;214B;217B;219B;220B;221B;224B;226B;229B;230B;232B;233B;234B;235B;236B;237B;238B;242B;243B;244B;245B;246B;247B;249B;250B;251B;252B;253B;254B;255B;257B;258B;259B;260B;262B;263B;264B;265B;267B;268B;269B;270B;271B;273B;274B;276B;282B;284B;285B;286B;288B;298B;300B;302B;303B;304B;307B;308B;321B;325B;326B;327B;340B;341B;342B;354B;359B;360B;362B;363B;366B;370B;372B;373B;374B;375B;376B;377B;378B;379B;380B;381B;382B;385B;386B;387B;388B;390B;391B;392B;398B;399B;400B;401B;402B;403B;404B;405B;414B;417B;418B;423B;426B;442B;443B;452B;455B;456B;458B;462B;470B;472B;473B;474B;478B;479B;480B;481B;484B;485B;487B;488B;489B;490B;491B;492B;493B;495B;498B;499B
GRGav-T07-L2;GRG;av;T07;L2;0;0;0;0;0;0;0;0;0;0;189;0;315;0;0;0;0;0;0;0;0;0;0;33;31;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;189;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GRGav-T07-L3;GRG;av;T07;L3;0;0;0;0;0;0;0;22;0;0;199;0;411;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;23;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;28;0;0;557;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;31;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;21;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GRGav-T14-L1;GRG;av;T14;L1;0;0;0;14;0;0;40;24;0;0;334;0;166;0;0;0;27;0;0;0;0;0;0;399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;18;0;0;0;0;0;23;0;0;279;0;12;0;0;0;0;0;0;0;0;0;16;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;82;0;0;20;0;12;0;52;0;0;60;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;14;14;0;16;0;0;0;74;0;0;29;0;0;42;0;0;0;0;1084;0;0;0;0;0;29;0;38;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GRGav-T14-L2;GRG;av;T14;L2;0;0;0;0;28;0;27;45;19;0;765;0;222;0;0;0;45;0;67;0;0;0;0;423;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;20;0;0;0;0;0;0;0;0;587;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;0;27;45;0;0;61;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;17;0;42;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GRGav-T14-L3;GRG;av;T14;L3;0;0;0;45;0;0;0;35;0;0;892;0;245;0;0;0;47;0;0;0;0;0;0;404;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;477;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;40;0;0;42;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GRGav-T21-L1;GRG;av;T21;L1;0;0;0;0;0;0;43;38;0;0;392;0;158;0;0;0;27;0;0;0;0;0;0;208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;14;0;0;0;0;0;27;0;0;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;50;0;0;16;13;0;0;21;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;45;0;0;33;0;0;37;0;0;20;0;0;0;0;702;0;0;0;0;0;33;0;37;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GRGav-T21-L2;GRG;av;T21;L2;0;0;0;29;0;28;0;52;0;0;739;0;263;0;0;0;69;31;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;30;0;0;622;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;55;0;0;29;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;83;0;0;0;0;0;28;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GRGav-T21-L3;GRG;av;T21;L3;0;0;0;33;0;0;0;40;0;0;792;0;249;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;33;0;0;636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;41;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAam-T07-L1;RCA;am;T07;L1;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;57;0;0;1033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;33;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;355;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAam-T07-L2;RCA;am;T07;L2;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;39;0;0;991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAam-T07-L3;RCA;am;T07;L3;0;0;0;0;0;0;0;0;0;0;0;0;95;20;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;54;0;0;1085;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;25;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;346;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAam-T14-L1;RCA;am;T14;L1;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;19;0;0;33;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;46;0;0;0;0;0;29;0;0;0;0;18;0;0;0;0;0;443;0;0;0;0;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAam-T14-L2;RCA;am;T14;L2;0;0;0;0;0;0;0;15;0;0;0;0;140;12;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90;0;0;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;17;0;0;32;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;54;0;0;0;0;0;40;0;0;0;0;19;0;0;0;0;0;450;0;0;0;0;211;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0
RCAam-T14-L3;RCA;am;T14;L3;0;0;0;0;0;0;0;32;0;0;0;0;294;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;38;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;57;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAam-T21-L1;RCA;am;T21;L1;0;0;0;0;0;0;0;32;0;0;0;0;142;0;0;0;0;0;0;0;0;0;0;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;34;0;0;0;38;0;0;0;0;0;200;0;0;0;0;306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAam-T21-L2;RCA;am;T21;L2;0;0;0;0;0;0;0;22;0;0;0;0;412;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;102;0;0;437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;51;0;0;0;36;0;0;127;0;0;0;0;0;0;0;0;0;0;0;0;59;0;67;0;0;26;0;0;77;0;0;0;0;0;0;0;0;0;0;840;0;48;0;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAam-T21-L3;RCA;am;T21;L3;0;0;0;0;0;0;0;94;0;110;31;0;1186;41;0;0;0;0;155;0;0;0;0;177;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;110;0;0;182;0;0;0;0;0;0;0;0;0;274;0;0;631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;32;0;0;0;0;0;0;74;0;0;0;0;0;0;182;0;0;31;0;34;0;0;0;0;0;0;231;0;0;72;0;0;34;0;0;0;0;168;0;0;0;0;0;0;0;0;775;0;68;0;0;337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAav-T07-L1;RCA;av;T07;L1;0;0;0;0;0;0;0;18;0;0;49;0;199;24;0;0;0;0;0;0;0;0;0;152;0;0;0;0;0;0;0;0;46;0;24;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;88;0;269;0;52;0;0;0;0;0;0;0;0;0;0;0;31;0;30;0;19;0;0;0;0;0;0;0;0;30;0;0;16;48;0;0;34;0;0;88;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;30;0;0;0;0;0;33;0;0;0;0;18;0;14;0;0;130;219;74;0;0;0;209;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0
RCAav-T07-L2;RCA;av;T07;L2;0;0;0;0;0;0;0;23;0;0;69;0;215;54;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;34;0;35;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;82;0;276;0;74;0;0;0;0;0;0;0;0;0;0;0;37;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;62;0;34;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;130;162;53;0;0;0;89;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0
RCAav-T07-L3;RCA;av;T07;L3;0;0;0;0;0;0;0;21;0;0;87;0;231;69;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;58;0;31;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;0;215;0;57;0;0;0;0;0;0;0;16;0;0;0;42;0;61;0;19;0;0;0;0;0;0;0;0;15;0;0;30;73;0;0;34;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;42;0;0;0;0;0;0;17;0;0;171;142;122;0;0;0;104;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0
RCAav-T14-L1;RCA;av;T14;L1;0;0;0;0;0;0;0;40;0;0;81;0;323;128;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;187;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAav-T14-L2;RCA;av;T14;L2;0;0;0;0;0;0;0;46;0;0;105;0;359;117;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;220;54;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;47;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;21;22;0;22;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RCAav-T14-L3;RCA;av;T14;L3;0;0;0;0;0;0;0;54;0;0;90;0;351;144;0;0;22;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;43;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;26;0;15;0;0;0;0;0;0;0;0;0;0;522;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;19;0;14;0;0;0;0;0;0;0;0;0;60;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;17;0;0;0;19;0;0;23;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0
