percent,river,site,time,pigments
0.949875785474207,RGA,AV,T21,Zeaxanthin
0.602772754671489,RMO,AM,T07,Zeaxanthin
0.919455682236116,RMO,AM,T07,Zeaxanthin
0.743156764790884,RMO,AM,T07,Zeaxanthin
0.509986078758391,RMO,AM,T14,Zeaxanthin
0.480445853752282,RMO,AM,T14,Zeaxanthin
1.67127071823204,RMO,AM,T21,Zeaxanthin
1.46952665772919,RMO,AM,T21,Zeaxanthin
1.54873681153809,RMO,AM,T21,Zeaxanthin
0.724075510731833,RMO,AV,T07,Zeaxanthin
1.27484960758536,RMO,AV,T07,Zeaxanthin
0.92512459339282,RMO,AV,T07,Zeaxanthin
0.503355704697987,RMO,AV,T14,Zeaxanthin
0,RMO,AV,T14,Zeaxanthin
1.09517601043025,RMO,AV,T14,Zeaxanthin
0,RMO,AV,T21,Zeaxanthin
0,RMO,AV,T21,Zeaxanthin
0.364998103905954,RMO,AV,T21,Zeaxanthin
0,RPE,AM,T07,Zeaxanthin
1.65289256198347,RPE,AM,T07,Zeaxanthin
0,RPE,AM,T07,Zeaxanthin
0,RPE,AM,T14,Zeaxanthin
0,RPE,AM,T14,Zeaxanthin
0,RPE,AM,T14,Zeaxanthin
1.07060922763191,RPE,AM,T21,Zeaxanthin
1.25404530744337,RPE,AM,T21,Zeaxanthin
1.65636588380717,RPE,AM,T21,Zeaxanthin
0.829009180509073,RPE,AV,T07,Zeaxanthin
0,RPE,AV,T07,Zeaxanthin
0,RPE,AV,T07,Zeaxanthin
0.796324655436447,RPE,AV,T14,Zeaxanthin
2.42115323351386,RPE,AV,T14,Zeaxanthin
1.59725030327537,RPE,AV,T14,Zeaxanthin
