 FileName;River;Position;Time;Replicate;37B;38B;40B;44B;46B;51B;60B;61B;64B;65B;66B;75B;80B;80B;81B;82B;88B;91B;94B;95B;96B;100B;101B;102B;103B;104B;105B;106B;107B;109B;110B;111B;114B;115B;117B;118B;119B;124B;125B;126B;127B;130B;131B;135B;140B;141B;148B;149B;159B;160B;161B;162B;170B;174B;175B;182B;186B;213B;222B;223B;227B;228B;229B;230B;233B;234B;235B;237B;239B;241B;243B;245B;246B;247B;251B;252B;254B;256B;259B;260B;262B;263B;264B;266B;267B;267B;268B;269B;275B;276B;278B;283B;290B;295B;295B;297B;298B;299B;300B;314B;320B;321B;321B;322B;337B;338B;339B;340B;341B;342B;359B;360B;362B;364B;365B;366B;367B;367B;382B;388B;395B;396B;396B;398B;399B;400B;401B;401B;402B;407B;408B;408B;409B;412B;414B;416B;418B;419B;420B;421B;424B;425B;427B;427B;429B;430B;431B;433B;433B;434B;435B;436B;437B;439B;442B;442B;443B;445B;446B;447B;448B;451B;452B;454B;455B;455B;456B;457B
RCAav-T21-L2;RCA;av;T21;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;24;230;0;34;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;23;0;0;30;0;0;0;53;45;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;17;0;0;0;0;0;483;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;17;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;17;0;0;0;0;143;0;0;0;0;0;0;0;0;112;0;0;1160;0
RCAav-T21-L3;RCA;av;T21;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;95;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;51;0;47;0;70;57;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;0;17;0;0;0;188;0;0;0;0;0;0;0;0;180;0;0;1285;0
RCARam-T07-L1;RCAR;am;T07;L1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;77;0;0;0;257;0;0;0;0;0;32;0;60;0;431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;31;37;0;0;0;0;0;0;119;0;0;168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;40;49;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;48;30;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;26;0;0;34;0;0;0;0;0;0;0;0;0;69;0;0;0
RCARam-T07-L2;RCAR;am;T07;L2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;0;0;189;0;0;0;202;0;0;34;0;0;25;0;172;0;432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;24;0;0;0;0;0;0;71;0;0;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;37;0;24;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;75;0;0;0;0;0;0;0;0;0;53;0;0;0
RCARam-T07-L3;RCAR;am;T07;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;0;0;0;0;0;0;0;0;0;69;0;0;0;301;0;0;36;0;0;57;0;60;0;487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;122;0;0;119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;33;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;42;45;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;80;0;0;0;0;0;0;0;0;0;49;0;0;0
RCARam-T14-L1;RCAR;am;T14;L1;0;0;0;0;0;0;0;0;26;0;202;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;68;0;20;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;303;0;0;0;0;0;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;30;31;0;56;0;0;0;0;505;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;319;0;0;0;323;0;0;0;0;0;0;0;0;0;0;0;289;0
RCARam-T14-L2;RCAR;am;T14;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;63;0;0;0;248;0;0;0;0;0;38;0;64;0;537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;297;0;0;0;0;0;0;183;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;439;0;88;0;0;126;0;0;0;0;0;0;0;0;0;64;0;0;0
RCARam-T14-L3;RCAR;am;T14;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;64;0;0;0;480;0;0;0;0;0;46;0;48;0;642;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;182;0;0;0;0;0;0;171;0;0;143;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;356;0;0;71;0;102;0;0;0;0;0;0;0;0;0;76;0;0;0
RCARam-T21-L1;RCAR;am;T21;L1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;47;0;0;0;0;0;0;0;0;0;53;0;0;0;253;0;0;0;0;0;25;0;0;67;485;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89;0;268;0;0;0;0;0;0;143;0;0;115;0;0;0;0;21;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;20;65;23;0;0;0;0;0;0;0;0;0;0;0;0;0;360;0;171;0;0;327;0;0;0;0;0;0;0;0;41;0;0;0;0
RCARam-T21-L2;RCAR;am;T21;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;68;0;0;0;0;0;0;0;0;0;26;0;0;0;202;0;0;0;0;0;21;0;0;63;581;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;353;0;0;0;0;0;0;173;0;0;94;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;29;0;0;0;0;72;21;0;0;0;0;0;0;0;0;0;0;0;0;0;159;0;182;0;0;598;0;0;0;0;0;0;0;0;0;41;0;0;0
RCARam-T21-L3;RCAR;am;T21;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;114;0;0;0;0;0;0;0;0;0;17;0;0;0;186;0;0;0;0;0;26;0;0;67;564;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;348;0;0;0;0;0;0;228;0;0;85;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;26;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;0;146;0;0;464;0;0;0;0;0;0;0;0;63;0;0;0;0
RCARav-T07-L1;RCAR;av;T07;L1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;19;0;0;35;0;0;0;0;0;0;0;18;0;76;18;0;0;0;16;0;0;0;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;1308;0;0;0;0;0;0;0;0;21;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;26;24;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;251;0;0;0
RCARav-T07-L2;RCAR;av;T07;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;58;0;0;77;0;0;0;0;0;74;0;23;0;220;22;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;337;0;0;0;0;0;0;70;0;23;0;36;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;36;78;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;39;0;0;0;0;0;0;0;0;0;281;0;0;0
RCARav-T07-L3;RCAR;av;T07;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;41;0;0;22;0;0;40;0;26;0;189;29;0;0;0;0;0;0;19;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;1078;0;0;0;0;0;0;30;0;18;0;46;48;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;32;50;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;26;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;67;0;0;0;0;0;0;0;0;0;223;0;0;0
RCARav-T14-L1;RCAR;av;T14;L1;0;0;0;0;0;0;0;0;30;186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;663;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;382;37;0;0;0;0;43;0;0;0;0;127;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;263;0;55;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0
RCARav-T14-L2;RCAR;av;T14;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;65;0;0;0;161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1127;0;0;0;0;0;0;0;33;121;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;58;41;0;29;0;0;0;0;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;251;0;0;0;72;0;0;0;0;0;0;0;0;0;93;0;96;0
RCARav-T14-L3;RCAR;av;T14;L3;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;38;44;0;0;0;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1547;0;0;0;0;0;0;0;77;28;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;24;27;0;0;0;0;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;0;0;0;93;0;0;0;0;0;0;0;0;0;34;0;207;0
RCARav-T21-L1;RCAR;av;T21;L1;0;0;0;16;100;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;13;72;0;0;0;74;0;152;0;144;31;87;0;287;0;296;0;0;0;0;0;0;0;29;0;0;0;0;0;42;0;0;0;28;0;0;0;0;34;61;0;0;57;0;0;0;0;21;0;0;16;0;0;0;0;0;0;16;0;0;0;0;56;0;0;0;0;0;13;0;0;0;42;0;0;0;0;0;0;33;59;0;16;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;15;0;0;109;0;0;19;0;0;0;0;19;0;24;0;0;170;0;0;0;24;0;0;0;0;0;0;0;16;0;386;0;0;0
RCARav-T21-L2;RCAR;av;T21;L2;0;0;0;0;20;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;27;0;0;0;25;0;30;328;0;0;0;53;42;262;0;0;30;732;0;0;0;27;0;0;0;42;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;89;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;38;66;0;45;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;33;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;272;0;0;22;30;0;0;20;0;0;0;0;0;0;523;0;0;0
RCARav-T21-L3;RCAR;av;T21;L3;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;50;0;28;282;0;0;0;93;34;421;0;0;59;852;0;0;0;28;0;0;0;45;0;0;0;19;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;181;0;0;0;121;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;98;0;21;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;38;0;32;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;215;0;0;15;20;0;0;25;0;0;0;23;0;0;279;0;0;0
RGAam-T07-L1;RGA;am;T07;L1;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;863;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;0;0;0;0;0;0;0;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;105;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0
RGAam-T07-L2;RGA;am;T07;L2;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;157;0;0;0;1364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;0;0;0;0;0;0;0;0;0;0;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0
RGAam-T07-L3;RGA;am;T07;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;0;0;0;832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203;0;0;0;0;0;0;0;0;0;0;131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0
RGAam-T14-L1;RGA;am;T14;L1;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;295;0;0;0;931;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;295;0;0;0;0;0;0;0;0;0;0;121;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0
RGAam-T14-L2;RGA;am;T14;L2;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;755;0;0;0;539;0;0;0;0;0;0;0;34;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;315;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0
RGAam-T14-L3;RGA;am;T14;L3;0;0;0;0;0;0;0;0;0;128;0;0;0;0;0;0;0;0;0;0;35;0;0;43;0;0;0;0;0;0;0;0;0;0;226;0;0;0;429;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;372;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;225;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;275;0;56;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0
RGAam-T21-L1;RGA;am;T21;L1;0;0;0;0;0;0;0;0;0;0;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;219;0;0;36;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;335;63;0;0;0;0;40;0;0;0;0;0;537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;87;0;0;0;0;0;0;0;0;0;0;0;0;199;171;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0
RGAam-T21-L2;RGA;am;T21;L2;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;98;0;0;0;737;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;394;0;0;0;0;0;50;0;0;0;0;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;131;0;0;0;0;0;0;0;0;0;0;0;0;108;193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0
RGAam-T21-L3;RGA;am;T21;L3;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;33;0;0;28;0;0;0;0;0;0;0;0;0;0;121;0;0;0;479;0;0;24;0;0;0;0;30;0;59;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;383;28;0;0;0;0;70;0;0;0;0;0;243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;92;0;0;0;0;0;0;0;0;0;0;0;0;0;349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0
RGAav-T07-L1;RGA;av;T07;L1;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;111;0;0;0;0;23;25;0;62;0;313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;14;0;0;54;0;17;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;46;0;0;0;13;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;16;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;875;0;0;0
RGAav-T07-L2;RGA;av;T07;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;88;0;0;0;0;16;12;0;90;0;299;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;22;0;0;0;0;0;0;0;0;0;58;0;16;0;0;0;0;26;0;0;0;0;0;14;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;0;905;0;44;0
RGAav-T07-L3;RGA;av;T07;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;190;0;0;0;0;38;36;0;30;0;397;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;17;0;0;32;0;19;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;18;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;941;0;0;0
RGAav-T14-L1;RGA;av;T14;L1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;63;0;0;28;0;0;0;0;180;0;163;0;0;0;0;0;0;0;0;39;0;0;0;0;45;0;0;0;0;0;0;0;0;57;0;145;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;68;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;31;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;254;0;0;0
RGAav-T14-L2;RGA;av;T14;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;124;0;0;24;0;77;42;0;71;0;334;0;0;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;27;0;0;0;43;0;119;0;0;0;0;0;0;64;0;0;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;71;0;0;30;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;46;0;0;31;0;48;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;26;0;0;0;0;0;0;0;0;363;0;0;0
RGAav-T14-L3;RGA;av;T14;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;61;0;0;0;123;0;0;32;0;86;62;0;96;0;443;0;0;0;0;0;0;0;26;0;0;0;0;0;39;0;0;0;0;0;0;0;0;44;0;61;0;0;0;0;0;0;44;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;26;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;34;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;353;0;25;0
RGAav-T21-L1;RGA;av;T21;L1;0;0;0;0;0;0;0;0;0;15;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;103;0;0;0;0;78;44;0;18;0;418;0;0;0;0;0;0;0;24;0;0;0;18;0;37;0;0;0;0;0;0;0;0;0;379;0;0;0;0;0;0;0;99;0;0;72;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;22;0;22;0;0;0;0;0;0;0;0;0;17;35;0;0;246;0;0;0;0;24;0;0;0;0;16;23;0;0;892;0;63;0
RGAav-T21-L2;RGA;av;T21;L2;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;134;0;0;0;0;47;31;0;19;0;446;0;0;0;0;0;0;0;37;0;0;0;28;0;31;0;0;0;0;0;0;0;0;0;101;0;0;0;0;0;0;0;87;0;0;44;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;82;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;46;0;24;0;0;0;0;0;0;0;0;35;0;0;0;0;83;0;0;0;24;0;0;0;0;0;31;28;29;0;794;0;215;0
