 FileName;River;Position;Time;Replicate;37B;38B;40B;44B;46B;51B;60B;61B;64B;65B;66B;75B;80B;80B;81B;82B;88B;91B;94B;95B;96B;100B;101B;102B;103B;104B;105B;106B;107B;109B;110B;111B;114B;115B;117B;118B;119B;124B;125B;126B;127B;130B;131B;135B;140B;141B;148B;149B;159B;160B;161B;162B;170B;174B;175B;182B;186B;213B;222B;223B;227B;228B;229B;230B;233B;234B;235B;237B;239B;241B;243B;245B;246B;247B;251B;252B;254B;256B;259B;260B;262B;263B;264B;266B;267B;267B;268B;269B;275B;276B;278B;283B;290B;295B;295B;297B;298B;299B;300B;314B;320B;321B;321B;322B;337B;338B;339B;340B;341B;342B;359B;360B;362B;364B;365B;366B;367B;367B;382B;388B;395B;396B;396B;398B;399B;400B;401B;401B;402B;407B;408B;408B;409B;412B;414B;416B;418B;419B;420B;421B;424B;425B;427B;427B;429B;430B;431B;433B;433B;434B;435B;436B;437B;439B;442B;442B;443B;445B;446B;447B;448B;451B;452B;454B;455B;455B;456B;457B
RCAam-T07-L3;RCA;am;T07;L3;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;116;0;0;0;68;0;0;36;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;46;0;38;41;0;0;0;0;0;0;67;35;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;124;0;0;0
RCAam-T14-L1;RCA;am;T14;L1;0;0;26;0;0;0;44;0;71;687;0;0;0;0;0;0;0;0;83;0;0;20;219;0;79;0;0;0;0;0;17;0;0;0;94;0;0;0;52;0;0;66;0;0;31;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;53;0;0;0;21;0;0;0;54;0;0;60;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;26;83;0;0;0;0;0;0;0;227;0;0;0;0;0;18;0;0;25;0;0;0;0;0;0;167;0;0;0;0;0;0;0;0;0;0;0;0;126;0;0;0;81;0;0;0;0;0;0;0;0;0;125;0;0;51
RCAam-T14-L2;RCA;am;T14;L2;0;0;16;0;0;0;0;0;28;335;0;0;0;0;0;0;0;0;0;0;0;23;343;0;67;0;0;0;0;0;0;0;0;0;21;0;0;0;93;0;0;51;0;0;105;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;0;0;20;94;0;0;0;0;0;0;0;102;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;179;22;0;0;0;0;0;0;0;234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;18;0;0;0;0;0;0;0;0;0;193;0;0;0;168;0;0;0;0;0;0;0;0;0;177;0;72;0
RCAam-T14-L3;RCA;am;T14;L3;0;0;0;0;0;0;0;0;28;323;0;0;0;0;0;0;0;0;39;0;0;20;304;0;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;83;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;16;0;0;20;86;0;0;0;0;0;0;0;39;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;24;0;0;0;0;0;0;0;246;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;172;0;0;0;0;0;0;0;0;0;0;0;0;164;0;0;0;143;0;0;0;0;0;0;0;0;0;368;0;112;0
RCAam-T21-L1;RCA;am;T21;L1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;61;0;17;0;132;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0;0;307;0;0;1431;0
RCAam-T21-L2;RCA;am;T21;L2;0;24;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;312;0;0;17;181;0;71;20;0;0;0;21;0;0;0;0;152;0;0;0;0;0;0;0;170;0;48;0;32;0;31;0;0;0;0;0;0;0;0;0;54;0;0;23;0;80;0;0;0;0;54;0;0;29;37;216;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;107;0;0;0;0;73;0;0;0;132;0;0;0;0;0;0;0;48;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;110;0;0;0;0;0;0;0;0;0;72;0;0;131
RCAam-T21-L2;RCA;am;T21;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;364;0;0;0;192;0;56;0;0;0;0;0;0;0;0;0;65;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;82;0;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;32;0;0;0;0;48;0;0;54;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;47;0;0;0;0;0;0;0;0;0;38;0;41;0
RCAav-T07-L1;RCA;av;T07;L1;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;36;0;0;23;267;0;77;0;0;0;21;0;0;0;0;0;17;0;0;0;37;0;0;34;0;16;65;20;35;0;166;38;0;0;0;0;0;0;0;0;0;0;22;0;23;0;0;0;0;0;0;0;0;0;339;0;0;51;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;31;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;82;0;0;0;98;0;0;0;0;0;0;0;0;102;64;0;270;0
RCAav-T07-L2;RCA;av;T07;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;64;0;23;0;189;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287;0;0;74;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;159;0;0;0;0;0;0;0;0;104;75;0;239;0
RCAav-T07-L3;RCA;av;T07;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;20;164;0;55;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;49;0;33;0;152;39;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;228;0;0;77;0;43;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;20;19;0;0;0;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;35;0;18;0;0;0;93;0;0;0;0;0;0;0;0;0;76;0;0;0;147;0;0;0;0;0;0;0;0;47;69;0;96;0
RCAav-T14-L1;RCA;av;T14;L1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;48;556;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;43;0;41;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;0;0;0;0;0;0;0;0;535;0;0;517;0
RCAav-T14-L2;RCA;av;T14;L2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;51;575;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;54;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;33;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;0;0;0;0;0;0;0;0;553;0;0;733;0
RCAav-T14-L3;RCA;av;T14;L3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;42;452;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;42;0;33;0;111;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;211;0;0;0;0;0;0;0;0;529;0;0;716;0
RCAav-T21-L1;RCA;av;T21;L1;0;0;24;0;0;0;0;0;26;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;0;0;0;500;0;0;0;0;0;0;0;39;0;0;66;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60;0;0;0
